id,cuisine,name,review_count,rate,recommended
znlol6dCKwjoXpZZwV_ZOg,mexican,Nacho Macho Taco,136,4.5,0
8WnHtvMdPWE66eSkUdbLhQ,mexican,Flip Sigi,612,4.0,0
14gt2epj7Tbbcu1HRwjwBw,mexican,Antojitos Mexicano El Taco Taco,6,4.5,0
-SYHh9DWvYuBZxkA4gfzHg,mexican,Calabrije's Margaritas & Tacos,64,4.0,0
jHsPKz_EQrWHe6Yl3vEERQ,italian,Naples 45 Ristorante E Pizzeria,345,3.5,0
PuiSQqVdC38FhwXtWOPJzw,japanese,251 Ginza Sushi,212,4.0,0
SlEhzztM5V0URTwrlm8Zfg,american,Wood and Ales,135,4.0,0
_M5FVY4hkcuU-ASdVZPfRQ,mexican,Tacos El Bronco,517,4.0,0
FNxOWxts63oDRKwy9Pbfzw,italian,Tarallucci E Vino - Nomad,108,4.0,0
EpHRWT8KCweAxkYb4AquMQ,italian,Pranzo Pizza & Pasta,102,4.0,0
RBU_9Swt9H7dM-0jemDLJA,chinese,5th Avenue Empire Cafe,8,3.0,0
43r4ynjeIZeQI1w7SWARuQ,chinese,Topaz Noodle Bar,533,4.0,1
_QxcsvPsYnOgPhiK6gzCfg,japanese,SHOJI at 69 Leonard St,41,4.5,0
WMe6BjRc4g8o8JXDlB7IGQ,japanese,Sushi House,246,3.5,0
7QUfJwuPgiTYa96TUqmzvQ,italian,Bella Napoli,218,3.5,0
7pvTicRAhXB1Ld74MWjkXQ,italian,Davio's Northern Italian Steakhouse,263,4.0,0
LXdblKc5g1Dp17xiV-Am1w,italian,Trattoria Dell'Arte,911,4.0,0
oNP_QmgP_fDBElFq9vA7Og,american,Mustang Harry's,114,4.0,0
EVZeqLPpfXrygmgamjD5_w,japanese,Takeshi Sushi,30,4.5,0
nUpA3sY5b6dynC7aj0eV6A,italian,Rizzo's Fine Pizza,672,4.5,0
IUvJ8jmojYu1FsOQ0PfFcg,american,Aquagrill,1297,4.0,0
0axnkZlDiQcJVc06DDXxGQ,italian,Ristorante Il Melograno,278,4.0,0
DAAdG53Wry4Q6juEk3q6SA,mexican,Taco House,85,2.5,0
2wVirrAVg3ltAFHoHeXHMQ,chinese,Dim Sum Palace,12,3.5,0
pC_QwLpeL2Enk4hBgDcRqQ,italian,Da Marino,415,4.0,0
EZZh8594pRwAM1e_WVGeFA,mexican,Organic Mexican Food,4,3.5,0
UJe9_p6NEl0kA6xHVo5PKw,american,Amelie,122,4.5,0
4sNPRRefpFQl-fE_aU5XaA,mexican,Refried Beans Mexican Grill,237,3.5,0
S-aX_Pz8F7nDL6kRThKcHw,chinese,Vanessa's Dumpling House,472,3.5,0
Bdneg2FELG-GNQnc-zq1YA,american,Kāwi,16,4.0,0
Fp2QuKOu_zCjOxbyCLfnjw,mexican,El Rey Restaurant,70,3.5,0
9czvgcYzRHVYRDBrB3baZg,thailand,The Thai Elephant,212,4.5,0
AgTj_2PYIKP519hexQCvCg,chinese,Mapo Tofu,287,3.5,0
BF6pY829iPBERt15CG1g3w,thailand,At Nine Restaurant & Bar,424,4.0,0
wDRgZ1i7xcJ51xgtfO-fxQ,chinese,Asura Asian Bistro,302,3.5,0
hQwaJ8ZSI7w-SKreogRkjw,chinese,Profit Chinese Restaurant,56,2.5,0
ODX5fHA5Zi27BuUjI0E5rg,chinese,Golden Taste Restaurant,8,3.5,0
gvWzAiMrFm9AgfSN2I8Miw,american,Ivy,369,4.0,0
aU8ZfmIVm1Ii52QEX7p9NA,american,Two Forks,108,3.5,0
wJ9VnRlrJJP5QnVohBDjoA,british,Russian Vodka Room,524,4.0,0
51bIytR3n9QMViYvWpl2MQ,mexican,Taqueria Santa Fe,2,5.0,0
I8wk0uwL6R0RhSprSlPvNw,italian,Roman Nose,654,3.5,0
l-oj1yA5liiFEEwoi-1ELA,italian,Bottega Restaurant,104,3.5,0
r--VG0XCkbqRx8-CDhzaLA,mexican,Superior Gourmet Marketplace,7,3.5,0
OrhRTDA0dj81XVhOibXsUQ,thailand,Rin Thai,342,3.5,0
QH3VbBAf7MlePoaipxT4pA,mexican,Taqueria Kermes,370,4.0,0
IBgjj5VBu5JJvKgo9EzKrg,mexican,The Three Monkeys,1020,4.0,0
GeL6wGdzhdEhuIFQau3ocQ,mexican,Taqueria Meza,222,3.5,0
CnkdNQw6VsWBY9g8tb2Qag,japanese,Genji Izakaya,29,3.0,0
vhqFa_0SG9M7Ra1OTmfB9A,italian,LaRina Pastificio & Vino,112,4.0,0
3xd4L_TdfdhuCjAzJecs6A,italian,Michaelangelo's Little Italy,182,4.0,0
AoMmmvB8Fsc4euWs51y5wA,japanese,Abigael's on Broadway,139,3.5,0
a4yyl1rPu2id2M33_ftKXw,mexican,Aguilas de Mexico Restaurant,153,4.0,0
oJZq1JmKalXXjqWRKfIjwA,japanese,Sushi Azabu,413,4.0,0
hf6J_NlHOKWUJ4BNib880g,american,5C Cafe,18,5.0,0
PQd4M3cuSgdweWgLgZIslQ,italian,Inatteso Pizzabar Casano,286,4.0,0
bMc_vEplFI56k1Jng1-dsg,american,Bellwether,84,4.0,0
lsUw9oApqJUQHp9mO5sfJw,british,Daddy-O,254,3.5,0
z_-ITx8x-WUhz5FnC6Y8BQ,british,Flora Bar,87,3.5,0
WHQpLvxkCK_BMtF8pIShnQ,italian,Carroll Place,941,4.0,0
MHtbBc2np3sR7jiV9GphNg,mexican,Tribeca's Kitchen,403,4.0,0
9fydXI0fj2s-EmlF7vm8Og,italian,Clay,119,4.5,0
_FICyzFLQxR7N62I6qU94A,japanese,KanaHashi,60,4.5,0
q6BN2aVJFFFkUF4BgpeuyA,thailand,Taj Mahal Restaurant & Party Hall,82,3.0,0
7dYie1rBWQVxfcGbYYTYCw,italian,Mondani,1,5.0,0
04exhf1PZ79_Km9vHAzvfA,italian,Pepe Rosso Social,764,4.0,0
ZhjRaJkfCIVopvamUzrEsA,italian,San Gennaro Trattoria Restaurant Bar,133,4.0,0
pGYovGGnxm0tMmkiQJPygA,japanese,Ume Williamsburg,96,4.0,0
Rx3m7vtf-eWBSQ4AavQl8g,american,Jimbo's Hamburger Palace,23,4.0,0
7xpbioe88rnW7JjzLEQeRg,japanese,Samurai Papa,247,4.5,0
9FjGW7u1iTyFUDpJt-Ql9Q,thailand,Tue Thai Restaurant,326,3.5,0
YC-wGlO0oOkEIaCEDZv-ag,japanese,Yakitori Totto,1239,4.0,0
dgU5NoylJVJ5rDZY_PezkA,japanese,Blackbeard Ramen,445,4.5,0
wG8HWutaTh8TKS4R586-5A,chinese,Fusia Asian Bistro,12,4.5,0
BEevU4e0fL5gyb-f13KZtg,japanese,ABIKO CURRY,108,4.0,0
c_YQu6gmnG_v7nXoTQHzHA,chinese,Xiao Chuan Dian,21,3.5,0
ojeMH0rbOOMx9ajChbVkJQ,mexican,Papatzul,392,3.5,0
eVBVn6bjwl_mMLxN-35_6w,british,Hotel Chantelle,1246,3.5,0
jKUF-ts0Et40ri33NDiMDw,mexican,Tacos Lokos 4ever,25,4.0,0
z7H9ApIGopnDnQaglnPTzg,italian,Allora Ristorante,372,4.5,0
pD0BuDTrnya7t4S5nm_5Vw,mexican,The Original Fresh Tortillas Grill,46,2.5,0
J_CmfwKnzYbfRHvncl7uVA,chinese,Hung Sang,14,3.5,0
7yJ3fOQp3oj2xuDaUGD3_A,british,The Bowery Beer Garden,73,3.0,0
XbQNANeO1E4-yanLZHgCmw,chinese,Beijing Chinese,19,3.0,0
OpOwJYqJRgRnoBKKPYwdTQ,chinese,Double Dragon,4,3.0,0
wLzJbddDixAEZrF7VT6_hw,italian,Bono Trattoria,266,4.0,0
-ZQfIRtViZowsgaBZfsG4Q,mexican,Villa Pancho Taqueria,36,3.5,0
cl97uG2_QtiMBah-_s9w7g,italian,Il Divo,16,4.0,0
kMZAO0Sc91FrSz7y1JL0XA,mexican,Bread & Butter,96,2.5,0
Zqiv3I5HxXACn1937AUVfg,japanese,Iwasaki,5,2.5,0
7_RQG7fNEBuiQyXpTe7mCw,japanese,Fishing Restaurant Zauo,136,3.5,0
IsCVV0EmG6NXsV2RIYbZCw,japanese,Azuki Japanese Restaurant,154,3.0,0
MXYtu8-0eNkW6L4firJfcw,chinese,Chinatown Restaurant,247,3.0,0
5K-AyByoRLKW5XMxOSkNTA,american,Court Street Grocers LaGuardia Place,93,4.0,0
TUoya6mwmxr0Zpr8oZSXlg,thailand,Thip Osha,46,4.0,0
8oWkHl9tITphtI7KY4kT0w,american,Le Pif,275,4.0,0
uoT2_Wrt1noD6kZOID7tUg,british,Jane,3021,4.0,0
OTpQbSQNGiGudqJKJASmpw,italian,Fiore Deli of Hoboken,483,4.5,0
oEZgjH40y-3SVYSD9tnUkQ,japanese,Tabata Ramen 2,280,3.5,0
T8WfkzuVi96qCpj1tWjlxw,british,Spice,1467,3.5,0
CuT23fwvWF67Dv2OmY7kog,american,Gotham Bistro & Bar,14,3.0,0
pIQ0oSsZKO-IqOIlYH_pXw,american,Square Deli,27,4.5,0
pmE7JG661llrNWu9IA5Y_Q,chinese,Tan Wong Restaurant,8,4.0,0
laQ3UStO-W9fkSaM2Y4eLw,italian,Barilla Restaurants,249,3.0,0
fTyE8UGWb_4Q05fd_H6YPg,mexican,Burrito Loco,259,3.0,0
A_fZL0ir_actclrL-ePTOw,chinese,JJ Kitchen,10,4.0,0
RwEs6AvU5Cxp_ENodsgxHw,thailand,Nana,93,3.5,0
SX6WD9yIj3jG6HlyzdYzRQ,chinese,Feng Shun Chang Kitchen,2,4.0,0
HJwXGxmXdB1X3gfCZMujjg,italian,Broccolino,246,3.5,0
ry7XCoXXxS0DxRmzZLFybw,mexican,Taqueria Gramercy,46,4.0,0
H7zi5B1g3kKd4WC8vItbKg,japanese,GoFish Sushi Box,2,3.5,0
wmT2ZK9Z9srX8UUR5D1q_A,italian,Lazzara's Pizza,233,3.5,0
51DwJDP5TOlsCQYc0GQdVQ,chinese,West Place,53,3.0,0
cOXYWZ_GTX-_ue_kveguRg,japanese,SSAM,352,4.0,0
25KSIumOXSnysnUIGAhNYw,japanese,Fuji Hibachi,246,3.5,0
WKDdD8Z17-P1XhkyJtDEFA,american,Johny's Luncheonette,842,4.5,0
kC6VZfrwFvav9PryA3eRCA,american,Bar SixtyFive,316,4.0,0
_HxxUvRp-0FMH_RoEzG1TA,mexican,Barnacho,160,4.0,0
7wJTUI8NmBNmZoN4zrXCPw,thailand,Dumplings & Things,205,3.5,0
vA5yC1MqC7N9gs9q-Kh2nQ,american,M J  Smith's Food & Spirits,7,4.5,0
P2xFmVGHiUt5hdnTxSxJnw,british,Happy Clam Oasis,87,2.0,0
mhWFbkkfhVWvXf7orGh6mQ,thailand,Redang Island,116,3.5,0
menL_0IVFYfpuhhgvKuCsQ,mexican,Antojitos Mexicanos,13,4.5,0
yvva7IYpD6J7OfKlCdQrkw,mexican,Mi Espiguita Taqueria,107,4.5,0
_fZQDgmasvWBtCTj9583lg,chinese,Wok Express,10,4.0,0
06tnwnEQM2j9A6dC3HC_TQ,italian,Capizzi,732,4.5,0
AoezuAP-QOH6JZZOmyzJLg,italian,Marinara Pizza,205,4.0,0
PwrYnl3j3YCGzILX_5UHpw,japanese,Davelle,72,4.0,0
JUPxlDVMxuRSsqMcH6RCVg,japanese,Mitsuwa Marketplace,1516,4.5,0
Uu1wc7CrweSIB4B7FLdbwg,japanese,Fukurou,294,4.0,0
WKxcpJ7bmh25PtA_rMpkBg,british,The Diamond,107,4.0,0
9oyE5T8P3YfTYjKrOn-i3w,british,Rosie O'Grady's,464,3.0,0
IxE4JA1oiCIuZ3cefYJBSg,mexican,Flacoz Tacoz,2,4.5,0
DD-hzjrGrWQiymt0Ws751w,italian,Luna Ristorante,132,3.0,0
844H9r0tRQZmxiEtjeTW0A,american,The Bar Room,456,4.0,0
jJfCbhEnI5PMPW_vS-Pp6g,british,Black Rabbit,163,4.0,0
3GMHPnrkFAcqffw3T7JSdQ,thailand,Kitchen 79,540,4.5,0
xfpq6PpkYLAwIeFWQVkiGg,american,Maxwell's Bar & Restaurant,117,4.0,0
sCdHhISHDQ34_j4Z3u8MWw,japanese,Izumi,6,3.5,0
6Z9Bo8cUMYdwe01llOy0gQ,british,Westside Tavern,79,3.0,0
UZSaj4C3jEPE1mW8TDFI0g,italian,Pasta Il Conte,2,2.5,0
ADHX7nBixDPVlq3OXhny0g,italian,Faicco's Italian Specialties,460,4.5,0
8XHbZIKDQbXhyKIGiukVeQ,mexican,Boucherie Union Square,444,4.5,0
tfrhhQTokFrEwD6g7wkS4Q,british,Central Bar,580,4.0,0
-tvQmvtWIYOa1_oq1EzbXg,japanese,Bayard Sushi,4,4.0,0
FizBsTIAJwNrImIG1mPDcg,mexican,Barn Joo,1415,4.0,0
16bXxf22x14xrzvVWbFeHQ,mexican,Leon Bakery Mexican Restaurant,47,3.5,0
NCnOkzbyfzDltnBnJySfzw,japanese,Amami Bar and Restaurant,126,4.0,0
1UqrqRx_35w87pQeg17Gqg,mexican,El Toro Blanco,375,3.5,0
DHFEpeJXemrdxIuGGcyurg,mexican,De Mole,590,4.0,0
3csCSCHoQACwCp4e4E4phw,japanese,Haru Sushi,210,3.5,0
VaL9GaBR_GR-q9d1VzJF3g,japanese,Suteishi,448,4.0,0
JgtKnRMbUQKXaxC-C0BynQ,italian,Il Baretto To Go,18,4.5,0
BA0_zeBrnugK2l0HHp38mw,italian,Via Della Pace,497,4.0,0
Rp-kcJD6Dwaq0c4Kuj6aiw,chinese,Good Tasty Too Chinese Restaurant,54,4.0,0
CgYWuNH0UHd5vp2vGgKflw,chinese,wagamama - murray hill,72,4.0,0
bRL9IQG2gpdAAEcaa8V0Qg,chinese,East Dumpling,83,4.5,0
NN3mOWF5e_pnR1ArqM2bHQ,chinese,OBAO,2118,4.0,1
3glTTm7uDvRPAglP7CzaRQ,thailand,Selamat Pagi,247,4.0,0
unWoFZeSWa0DK1YMekO_Uw,mexican,Trademark Taste + Grind,562,4.5,0
gZmI19ytIrNEXmPo17zqcw,japanese,Nabe Harlem,140,3.5,0
91tQ4ToReVVCA5MTJi9gfw,japanese,Iron Chef House,375,4.0,0
yi_dpws9GUrfDl7pJCLf4Q,american,Wall Street Grill,1,5.0,0
TgoYhgbPCYhLBNtpue3QHg,mexican,Maya,849,3.5,0
Ld8SWy_7kQalHbtEEn0mdA,mexican,La Viagra Mexican Food,3,4.0,0
q3_FgDWWuXcVGiNuo_OPBQ,italian,Fiaschetteria Pistoia,124,4.5,0
GknCLz8E_mC211psEX8lYg,japanese,Sushi Zo,80,4.5,0
-7PgxPVUGZh__U3CxRFKxg,chinese,Trinidad Golden Place Restaurant,114,4.5,0
hyKnC3_a86vaY2iZUkygWw,mexican,El Mariachi Restaurant,225,3.5,0
a9rBsBs6DFNbsKvAmbq3BA,mexican,Emilia's Pizza & Authentic Mexican Food,39,4.5,0
d6i6sGHtPmyUkHze5S1lIQ,chinese,Hunan House I,29,4.5,0
HScFap2SwbUlfC-QXVkxFA,chinese,Xi'an Famous Foods,1487,4.0,1
Me4TxTbPPQZQopW1wOGx5g,mexican,Jack's Wife Freda,1720,4.0,0
8Oo2AtQEPDfxIOnA8wfXoQ,american,886,225,4.0,0
XlhWNQRGoWyybfXpGBgE3Q,italian,Il Mulino New York - Uptown,189,3.5,0
6zH2Ih2Hw2wwf9ssIbZYRw,american,VinoTapa,361,4.0,0
Mzt7J53rOihwxIt41SH7vg,chinese,E.A.K. Ramen,232,4.0,0
FFwDFLVBTQvuacl4l1ODew,american,Gentleman Farmer,265,4.0,0
JAwcUcaAEeb-xuWIJHgPeA,chinese,New Sunny Wok Chinese Restaurant,5,4.5,0
rl4oh6gazLodmf09MbMjFw,japanese,Kome Waza,74,4.0,0
jeWIYbgBho9vBDhc5S1xvg,mexican,Holy Guacamole,140,4.0,0
dpCSDy9uefOEcY44FHss2Q,chinese,Hyo Dong Gak,385,3.5,0
LuIV-RG5cJQ0c_mMbLEZYQ,american,Deweys Pub,150,3.5,0
hg9XXLb2AeJHJ7eX-6JnMg,thailand,Bep Ga,126,4.5,0
2_kvHYO8YDZoepinusLpqw,american,The House,372,3.5,0
5EmZzIWxYCrc1KOnbA78-w,italian,Gran Tivoli,9,4.5,0
TBPoZ9bESX0YnIZ0uKjX_w,japanese,Ennju,226,3.5,0
0Bm2vjJW5Fw7_Maer6kDUw,american,Melt Shop,525,4.0,0
GKspSLe5U3qkUgQTXfngyQ,japanese,Handsome Rice,34,4.5,0
8cyRl5HIQzbkYD7orq223g,chinese,SHI,764,3.5,1
hot1lIebdQNau05onRum7w,italian,Otto Strada,243,4.0,0
KGD7hsGHd3KpiEGOApZLvQ,japanese,Mikaku Sushi,134,3.5,0
CaizM2WaGPX5eRLDOJaqIw,thailand,Angkor Cambodian Bistro,238,4.5,0
DzlCEhXW6OadK6ETcmJpwQ,american,67 Orange Street,360,4.0,0
QQfwlKFD6X8-ZXf7gfQZqg,chinese,Hardee Chinese- American,17,4.5,0
MDvdfZUvfeH2ItC8cYcHWw,american,Shake Shack,7,4.0,0
FH978pIP1TLRuPAH-MbWIQ,chinese,Jing Fong Restaurant,2157,3.5,1
Nvhx093-K2xwHIZVnFstJw,thailand,Copper Throat Thai Cuisine,73,4.5,0
Sk-mHDPvuvlCjT1BGKoH4w,mexican,Otto's Tacos,253,4.0,0
bEloKDe-QVkwakAwmFKbbA,mexican,Frying Pan,1411,4.0,0
oUVX94JtKyLPXozC2hemCg,italian,Manetta's Ristorante,341,4.0,0
rvoyaPumkhL5FA2zTqk13w,italian,Sandwich House,252,4.0,0
JlpVZdT1V-Pd5y3LH0xBPg,chinese,Dragon Palace,3,3.5,0
-58--bg-KKUNArp18U4llA,italian,da Umberto,158,4.0,0
geNwD4ySIwA732eK2CvDZw,italian,B Squared,364,4.5,0
lynQoI3w_pzYfHGeuUU-Qg,chinese,Shu Jiao Fu Zhou Cuisine Restaurant,650,4.5,1
hWkbadE0u-Eiqg9SAm176Q,chinese,Our Place China Chalet,55,3.0,0
XZBxx5rdGBBnT2RPSdV8EQ,british,The Spring Lounge,235,3.5,0
ddKmJRZ3D1iS-gbZq03OWQ,american,Friedmans,299,4.0,0
hGWYNCUmDLk_H_Mu3oV9HA,mexican,Dos Caminos,1475,3.0,0
LZC5OOn_NmtBSC4eX8yFiw,american,The Ellington,220,3.5,0
4b8VKAJwRZkNMGItHl5r4w,american,C Lounge Restaurant & Hookah Bar,3,3.5,0
UYL80kyU0WvpJXySIQ6boA,italian,Piatto d’Oro,17,4.0,0
zOAI1w8SK7snYmYMXZ0bsA,mexican,Taquerias Veracruz,20,3.0,0
DUnRsZh-pSOsIhQa3ZJrEA,thailand,8 Paet Rio,98,4.0,0
FdCQmAHzhbHuaP5lcsYs6w,japanese,Gohan-ya,42,4.5,0
bVEvRibOk3dukWJ8TiU7GQ,chinese,Taste of China,27,3.5,0
NL7yHrgnOVNtKNRPon5vGQ,chinese,Delight 28 Restaurant,148,3.0,0
5wPuuBi8fxhgpfAjYG2O8w,mexican,B & B 47,1,5.0,0
-593H2__eJeiSBT4pU7Wfw,american,Viand,55,4.0,0
2O5w-15_AVnnVJEtlWWE_A,british,Clinton Hall,123,4.5,0
rp8S7scxOkVVeG7dNneMGQ,italian,L'Artusi,1654,4.5,0
KHdYPT0jUnUGdHGaY73mxg,thailand,Sukhumvit 51,682,4.0,0
GfLL6-n6UNZ07SEHfjeIgA,chinese,Mee Sum Cafe,28,3.5,0
bOHWY14f1u8rR1t2ggmbYw,american,B Cafe East,390,4.0,0
qcMpRNrnS6gggYv28dgm_A,american,Belle Reve,139,4.0,0
8mmM20X369_Do04kW7-TTA,american,Holy Cow,138,4.5,0
bZQryeTD6hIsT6lSUxzSSw,thailand,Hanoi House,404,4.0,0
GBWMJJ4_rDWqiXJ7AvHAOg,japanese,15 East Restaurant,614,4.0,0
QBGsRj48wEZ7n4giEbVJlw,japanese,I Love Sushi,1,5.0,0
15d_Y6TVOQFD2KRVkxuAjw,italian,Baci & Abbracci,280,4.0,0
aMcH8VlXtEGnty-weP1IAA,american,The Garden,30,3.5,0
HPZ1K623Ve_yR6DLY4UbQA,british,White Horse Tavern,356,2.5,0
81ATGBKh1Ke6EX_L3qHaIQ,italian,Ferdinando's Focacceria,176,4.0,0
HrdIdeDZBTUdyEdSTPG1zg,american,Jack's Wife Freda,765,4.0,0
Jwa9ibcOtv42oNpqdE7z8A,japanese,Ani Ramen House JC,439,4.0,0
zNcDCPiUsE5aT6jyaCVtmA,mexican,Fresco's Cantina,163,4.5,0
zYIKxE7eKeglXweoABjSwg,thailand,Thai BKK,61,3.5,0
xprzjm5svSSUCZOnaUbQDQ,mexican,Jimmy's Corner,564,4.0,0
yqU1-chsjix3T4EMY2MyxA,mexican,Athens Grill & Sports Bar,183,4.0,0
uR-MqserQgPRQK3aiP6WyQ,japanese,Tokyo Ya,74,3.5,0
0frCoaUJ_XWiz1BXiHBcwg,italian,Ceci Italian Cuisine,264,3.5,0
1851MMElaLteR03rnGAMlw,thailand,Pho Vietnam,421,4.0,0
gv2jwcArStZvYZIo1i3--Q,italian,Kiabacca Bar,170,4.0,0
_cYuN0yD4aStZ0oXPaaRmQ,british,The Monro Pub,82,4.5,0
rK9XW6F5Hk6IZT1oJAFwtA,chinese,New Shanghai Deluxe,155,3.0,0
OvOtKZKydo0kmdnYpi-wHg,mexican,Fresco Tortilla,16,2.5,0
V3USzFEGhuoXez4G2Rk11A,italian,Tavola,820,4.0,0
nFszVPUX4tj-oarjfBO0nw,thailand,Klong,1036,3.5,0
iFAAI-7NoceHYVybom5SyA,chinese,New Peking,54,3.5,0
P3NfoMjBy_o2BTNNZ-5okg,mexican,Apothèke,1389,4.0,0
egceSyKBS1Q0UsfYLw4jyw,mexican,Taqueria Marin,3,3.5,0
jB5fXguSmlX65asSB3KIfQ,mexican,Charrito's Restaurant,548,3.0,0
E1u1x-uTm-9ubQKWeOq8Yw,mexican,Biggies Mexican Restaurant,37,3.5,0
X1Lq6jlKg_Ekx0SUeiYSwg,mexican,Calexico Cart,34,4.0,0
wIt5sGbJe0V_fHxyS39ZmQ,american,Beer Run,1,5.0,0
rpLZDxivPeb9ZXqqgDPfpg,chinese,Sunshine Seafood Restaurant,98,3.5,0
WbkM29ZUAJtsatHEPBZtAQ,italian,Laboratorio,84,4.0,0
VQ5YGa4L4AT3ugF61hM9qQ,chinese,Zongzi lady,18,4.5,0
8vVfUCgywlqp3zX1_uKBHA,american,Sidecar,95,3.5,0
dJYc9Hi0KJRMqCkCJOxC-w,thailand,Sakura Sushi & Thai Cuisine,65,3.0,0
OGTtwoTfWAymjFjxMNQN4g,mexican,Mi Pequeño Mexico,144,4.0,0
n69FkL9ZcWqda_LeSN6CRA,british,Shelly's Deli & Cafe,36,4.0,0
Ty1MvJz88DeNmX0eDHeMyQ,italian,Pietro's,97,4.0,0
db2QLlK-0xL7Vq0jG-CcJQ,italian,Café Bello,130,4.0,0
JCZTtZBWNZmHe52BLxfmYA,american,Annie Moore's Bar & Restaurant,78,4.0,0
kymVzyHbzyuLZEyu6zx1yA,american,T45,60,3.5,0
FYWwW5lcxKzaA98Xgw8bqA,japanese,hanon,22,4.5,0
RtqDRTkNRUmkIhe_MmosBQ,italian,Tarallucci E Vino - Cooper Hewitt,9,2.5,0
ZVtui4cnUs7iXRJMDD1GwA,mexican,El Rey Del Taco,31,4.0,0
YgVUJg4-aUsSu9dLhfF-3Q,mexican,Pinks,180,4.0,0
1ExwosnCMtb7D3SF5ovo6w,british,The Pomeroy,211,4.0,0
6KcS6hc2j4kJi2XTGxC1eg,italian,Bodrum Mediterranean Restaurant,361,4.0,0
cBmZRsZmUfBg6eMPPM6ypA,italian,Zagara Ristorante Italiano,183,4.0,0
4VCXnljCrvEMgXEDUToQdg,japanese,Kiosku,2,2.5,0
gOT7hhsGqOsLa91nOLDGxw,american,Court Street Restaurant & Bar,260,4.0,0
jtG2vc_qkBOwcaxFBYfYZA,italian,Cafe Mocha,325,3.5,0
W1pBIFhkjJwjTe2P7o57yg,italian,Lilly's Cocktail and Wine,40,4.5,0
pg-crIvq6f5Cl6mGohzkTA,american,UGC eats!,80,4.5,0
G9BdbmiuoLkF3qxk4d1d3g,mexican,Lime Jungle,92,2.5,0
Up5xjxx_K-OEGAneVzE_UA,japanese,Domo Taco,158,3.0,0
GBk_i2qnjMtQIt_ntJpzbw,japanese,Ramen Andante,28,4.5,0
JBthOvTegHbrLDiVaCAy5Q,italian,Bigoi Venezia,176,4.5,0
ePVlFbTzdVQFWie__kdplg,chinese,Main Noodle House,379,3.5,0
TKfUaqizEuC1Qacr3MgmdA,chinese,New Yummy Restaurant,15,3.0,0
l_RAv09V67j-Hm9dyZxWhw,japanese,Tomi Jazz,374,4.0,0
vYGi3439teYg1wPzqVcHUA,british,Grand Banks,360,4.0,0
2ZbGLUZpaJO8mdxi7UaVMQ,italian,Cara Mia,405,3.5,0
xP3sGOzcyK56mY0cnOXU8w,mexican,Las Estrellas De Mexico,20,2.5,0
ym21beAL2bMKOrt9QiYY8g,japanese,Sushi Sen-nin,163,3.5,0
PUz8Zbi1KD6HPiBVkGrbnA,chinese,Great Wok Chinese Restaurant,13,3.5,0
hdiTkEnD14VpXNl-APTg2g,japanese,Nana Ramen,122,4.0,0
d66K7kVkUoYCk-dPryB5iQ,chinese,Jade House,8,4.0,0
1sEr-BDi2LD6HH6K960pfQ,thailand,ACE Thai Kitchen,36,4.5,0
MNNpsRXe7Wt5m3Jla9Wk0w,mexican,The Alcove,671,5.0,0
u3JBjUgrCdxy6WF0tnX3SA,japanese,Aji Sushi House,411,4.5,0
pNbrxyrG5d5QwRsKbu0cXg,chinese,46,14,3.5,0
nm5rcWNmfevNXLNQAITi5w,mexican,Clinton Hall,552,4.0,0
MphfKkYFEe0BDQ6hZ0A5fA,italian,Gelso & Grand,704,4.5,0
bpjDo7svAFD10eszaOPQHw,british,Clinton Hall,86,4.0,0
RElijPqDOAPTHT3J4n_FEA,japanese,Mu Ramen,1103,4.0,0
YIYetgfNE34G8JhQu98XQw,chinese,Ozen,177,3.0,0
daqoTgWT411Rhl5h92BcqA,japanese,Ginger Grill,38,4.0,0
OelNq5y7qOkWtRG-TuersA,american,Hudson & Charles Dinette,17,4.0,0
0Zjp3JcxwNijCBWEKd7Nyg,japanese,Azusa of Japan,100,3.0,0
zhkyBId_RIPyiOFE2R1PRg,japanese,Nobi Sushi,174,3.5,0
ddFY9PpygYagv7-jVduB2Q,mexican,Counter & Bodega,42,5.0,0
RLjlJPtciMdE2nEurLmmNQ,mexican,La Casa de Los Tacos,151,4.0,0
7j6CGUCw93gEsYqSetCstw,japanese,Nomado 33,349,4.0,0
qLUH_0H8ct_DTSqrjwd3DQ,mexican,DORADO Tacos & Quesadillas,9,3.5,0
sVG1whNWHhlbjP6p027YcA,british,Brindle Room,969,4.0,0
xJbr2o_5RZZYwVaFz0D14Q,american,Chinese Graffiti,20,4.5,0
yj4culC4vfNKWXdj5ZxJ4Q,japanese,Kosaka,137,4.5,0
wvn-FO-tY9_iWmA_OgMvEA,italian,Frank's Trattoria,118,3.5,0
7hqT-a4DsckGJr-Mg7IztQ,japanese,Glaze Teriyaki,120,3.5,0
dSZH0XgoZ-AT0qezA9Xx-g,chinese,King's Wok,19,3.5,0
6MoQhCrCEpCTg4uF7PeqHg,mexican,Pee Dee Steak House,36,3.5,0
u5-S5ElOzXnavuZ2gFsCpg,chinese,Manting,185,3.5,0
c7z96m0UdMkJRhlz0Ht5XQ,thailand,Siri Thai,189,4.0,0
X4hEgOBOLTYFhlWO-gAFxQ,chinese,Tipsy Shanghai,88,4.0,0
aPThNhqjq5rfN9c8ykcarA,chinese,Mian Kitchen,14,3.5,0
