id,cuisine,name,review_count,rate,score,best_answer
Yilk_Ucz4L6w9EmvAS2gHg,mexican,Taqueria Coatzingo,400,4.0,0.5999038815498352,1.0
VAkdznBlCPQ7KFvm-Kma0g,american,Toast,287,3.5,0.12708818912506104,1.0
FK5RnNOUxxIImPVcAHGM4w,chinese,Great Wall Chinese Restaurant,17,3.0,0.005934843327850103,0.0
c1HgKFOT4Cc7TqWQD5mQBQ,chinese,Cheong Fun Cart,62,4.5,0.6875513195991516,1.0
kwknIGiHza2sjdt-bwPGwQ,mexican,Blockheads,189,3.5,0.08373996615409851,1.0
PbLGoaIkihF2JPnVRFtxxw,mexican,Oaxaca Taqueria,69,3.5,0.07125616073608398,1.0
DKLbMLQHvggfIKw2jj6rnA,italian,Felice 83,215,3.5,0.12204508483409882,1.0
aSFBv64GBpMOFPqIleeQFQ,british,Lure Fishbar,1553,4.0,0.9948321580886841,1.0
u7aZOA_WNEIdVAQzmOygkQ,chinese,Lucky Star Restaurant,18,3.0,0.006728149950504303,0.0
QJTLAOMNvhV1_jPfcQ_qPw,japanese,Nippon,154,3.5,0.07073836773633957,1.0
FFiIhK6FAuLd2fM_OV1Cbw,american,Sticky's Finger Joint,9,4.0,0.2124696969985962,1.0
fqr2YzqzG7q1ZsuP2klxww,japanese,LUNA  Asian Bistro & Lounge,231,4.0,0.3848209083080292,1.0
bDsXyYwzk4I9_7l51D_gaA,chinese,Cafe Evergreen,159,3.5,0.07617159187793732,1.0
NX40H5_4n_zKasDmDHEu3A,american,Legacy Records,84,3.0,0.014288285747170448,0.0
z0ISq18mrnq9y3AupMn7MA,italian,Merilu Pizza Al Metro,477,4.0,0.6725829839706421,1.0
ybPMdh4XiTTwLWOMUXdwlw,thailand,Thai 101 Bistro,172,3.0,0.012110719457268715,0.0
15k7iqFbhf4h8L01yggLqg,italian,Song E Napule,376,4.5,0.9087628126144409,1.0
98SsKXNs37ohAQERZbBPJg,chinese,King Food Chen,58,3.0,0.006903622765094042,0.0
xKZSIBaGkXX7ppIceuhiQQ,italian,Buca di Beppo Italian Restaurant,364,3.5,0.16829822957515717,1.0
q1ha1qnViHKmh3-tEGw8DA,mexican,Taco Dumbo,35,4.0,0.2943771779537201,1.0
8Y5Ytn30Wup9sNf2n99s1A,american,NOMO Kitchen,442,3.5,0.21043938398361206,1.0
5agbggvhHI_juAZRfCqtZw,japanese,Iki Modern Japanese Cuisine,224,4.0,0.39533838629722595,1.0
ZQ-dG0tuqniCmfJ2mptRpQ,american,Blue Ribbon Federal Grill,74,4.0,0.230891153216362,1.0
MH08_pIRKsUSwfkVYxUE7w,italian,VINATERÍA,382,4.0,0.6346561312675476,1.0
luA6pI0K6AWU_ivxqykdiA,british,44 & X Hell's Kitchen,832,3.5,0.6176860928535461,1.0
vA2VEhW6S1ioX6tXtQdO9A,thailand,Lemongrass Grill,408,3.5,0.1885993480682373,1.0
sMck1jbU2fWNUdEx2BQCqQ,mexican,Avenida Cantina,227,3.5,0.13190293312072754,1.0
j-a8HUcsBJXHV2IfF786jw,japanese,Kogane Ramen,286,4.0,0.4430864155292511,1.0
L76e8Iz0orAWab0Nyampyg,american,Sutton Inn,109,4.0,0.2558322846889496,1.0
Tk605KjXVTnXpGkOSuVBaQ,thailand,Asian Garden,17,4.5,0.6653697490692139,1.0
IdHZfmpp8MmQ4_KZL2qXbg,chinese,MAKIINNY,5,5.0,0.92764812707901,1.0
Ljn-mMBlxyh3UgJtL1zLkw,british,Slaughtered Lamb Pub,316,2.5,0.005022512748837471,0.0
4Fe6J1brxdVHdhFW1iKUlQ,mexican,El Coyote Restaurant,221,3.0,0.02865012176334858,0.0
wP0s8Jv2eFRMfjFj7isYUw,american,Mulberry & Vine,294,4.0,0.5056335926055908,1.0
tfJ7mBlkTSZQoQ3F7KaGpg,mexican,Taquiera El Paisa II,2,4.0,0.2586965262889862,1.0
yFtOtTd7ncSjFF3QavQ5cA,italian,Crispo,914,4.0,0.939286470413208,1.0
41gVUqFxmbjqSQYjGV23Rw,thailand,Kiin Thai Eatery,281,3.5,0.10469988733530045,1.0
JEuIdK9hzci9g_TuwfnZ_w,american,Society Cafe,127,4.0,0.2833692729473114,1.0
KIERtmoOTz7r103MWw08nA,thailand,Cafe Chili,140,3.5,0.07830754667520523,1.0
kVrTff8uDMSBAaceBwQ7dg,italian,Saluggi's,541,4.0,0.698336660861969,1.0
34-HPDO5GxVlVl4pZ-Bg3w,italian,Kilo,426,4.0,0.6674445271492004,1.0
wqYHhMnpdfUVGL5JI3Wi_A,japanese,Ivan Ramen,1139,3.5,0.8335851430892944,1.0
Jy0nQ1uI8KPvTv8nBZGdMg,american,Wildair,153,4.0,0.29901862144470215,1.0
AqDXjw-mdtknK5PIWw7Wjg,japanese,Koro Koro,190,4.0,0.3009369373321533,1.0
0Jr2OP0B2MM4LvJY_K6cTQ,italian,Aurora Ristorante,248,4.5,0.8414013385772705,1.0
qhyll2gPT-gGDRP6JGn1aQ,italian,Bice Cucina,22,4.0,0.24025216698646545,1.0
Phtq020-VoHgQp_p-vXVVA,italian,PN Wood Fired Pizza,209,4.0,0.4730098247528076,1.0
R7EGjHWw0tNheY6-ahH8fQ,american,Tuome,408,4.5,0.9119354486465454,1.0
eW0p8TpZa-_BFG53B7tHgQ,mexican,Alcala Restaurant,115,3.5,0.07843422144651413,1.0
LJwkhP2vjRKKjyuRY1ql4Q,italian,Lugo Cucina,302,3.5,0.13383321464061737,1.0
VqnPcfqYltgxAkIuTaGkYg,italian,Tre,456,4.0,0.7435118556022644,1.0
8Oo2AtQEPDfxIOnA8wfXoQ,chinese,886,227,4.0,0.38223060965538025,1.0
cGuJmzRd0YC7al-3HZiMhQ,japanese,Tsujita,37,4.0,0.22714471817016602,1.0
R6cdgEFQwu0vDllP5tEWUQ,mexican,Blockheads,215,3.5,0.13518591225147247,1.0
QaEqD7q2GtmlovBOPC6yIQ,japanese,Murasaki,169,4.5,0.7586178183555603,1.0
P6lp4sbzK29yQAMnEqe9dA,japanese,Rockmeisha,180,3.5,0.06181418523192406,0.0
z7H9ApIGopnDnQaglnPTzg,italian,Allora Ristorante,379,4.5,0.9223477244377136,1.0
8-Ug0Zjs5sL6MARspRJ7CA,italian,Bond 45,606,3.5,0.34305065870285034,1.0
xWUL-j6TQyKQHIfOtetu-Q,thailand,Hangawi,1078,4.0,0.94903963804245,1.0
U9bU_xY11bu88lYZwnMVfQ,thailand,Broadway China Station,35,3.5,0.04418086260557175,0.0
BXtZKlJQ1H5WQf1ewO0HFg,mexican,Aztec Soul,66,4.0,0.3575129806995392,1.0
ue0hsTh2cULI4vU2I0p7jA,american,Connolly's Pub & Restaurant,353,3.5,0.19806961715221405,1.0
y_ylOQzCP-9D_4DcUIJ3jA,chinese,Shabu-Tatsu East Village,608,4.0,0.7280460596084595,1.0
mmO9muETmuX4Noyitqw8xQ,mexican,Certé,169,4.0,0.3915274739265442,1.0
7gqMugUq_VAUlPygIT-EVg,american,Bar180,97,4.0,0.2454400211572647,1.0
RjblkxUBTtzG-tcgFyCofA,mexican,Takumi Taco,36,4.0,0.2810819447040558,1.0
YoGcGxo9JxE7NtmMtPaNng,chinese,Golden Wok,37,3.0,0.006942016072571278,0.0
H_KyiRhwho8rdlw_R93_0Q,italian,Marea,1885,4.0,0.9986311793327332,1.0
5VjJtOBOOnZRx4KC71IpXQ,mexican,Cruz Mexican Deli,9,4.5,0.7171863913536072,1.0
M8YeVFsrlYTvoAU_NFPk5Q,mexican,La Slowteria,215,4.0,0.4829068183898926,1.0
0CjK3esfpFcxIopebzjFxA,chinese,Joe's Shanghai,5678,4.0,1.0,1.0
YY-qRDgWpHM4Rf7PZ2zwmw,chinese,Little Tong Noodle Shop,55,4.0,0.2955333888530731,1.0
iYFauSnqLxvr4HTY_cIElg,japanese,Little Mo,287,4.0,0.4552108943462372,1.0
V7_IQ1ab69JilAlgrSnMXg,mexican,L Encanto D Lola,249,3.5,0.10912728309631348,1.0
PPQSf_1JWkbjFHi1S0nSNA,thailand,Lamoon,171,4.5,0.7387452721595764,1.0
a1M98M-JNpWaY4NmRDxqhg,american,Rove,180,4.0,0.4131210446357727,1.0
yy8jf3cnbXG4KOLGNJVfig,american,Burger & Barrel,800,3.5,0.5709145665168762,1.0
sbdRT4UyIYTFrXfCKraAhQ,mexican,Vera Cruz,221,3.5,0.12416945397853851,1.0
W0k5HHTa7IJsR51Nf7fOmA,american,Times Square Diner,766,4.0,0.8935113549232483,1.0
EpnNykINCMkRMJmDUL8GdA,american,In Between Cafe,10,5.0,0.895743727684021,1.0
kA_Cw1YEGskuPuRYzLmgdQ,thailand,Aura Thai Kitchen,120,3.0,0.009537248872220516,0.0
CgYWuNH0UHd5vp2vGgKflw,chinese,wagamama - murray hill,78,4.0,0.22981595993041992,1.0
OY70rYTi8Qtmb89IWRUOaQ,italian,Ponti Rossi,22,4.0,0.2719365656375885,1.0
Wu9AymEM_RM2cnRPslVlIw,japanese,East 21,72,3.5,0.03964047506451607,0.0
mZOsij0jxAUF3HM8rRMlFQ,japanese,Japonica,112,4.0,0.28573694825172424,1.0
z6HMM_cSraJFkQFvSjWGDA,chinese,Lucky Chinese Restaurant,20,4.0,0.2431747317314148,1.0
fClkt_gjSRZUKCusW4WW2w,mexican,Fresco Tortillas,36,3.5,0.061827678233385086,0.0
iu8nqOMFdUPg201QMkrGJw,american,American Whiskey,307,3.5,0.12184607237577438,1.0
AbNXFnI4OlWZvsQLGKf64w,italian,Dino,254,3.5,0.1640610545873642,1.0
OFfZUS-nu6NDnsWe1B2bUQ,japanese,TONCHIN NEW YORK,714,4.0,0.7854416370391846,1.0
8hPvJcOkU24zS88YGJ-qZA,mexican,Top Tortillas,33,4.0,0.2429206818342209,1.0
JFFVmuwj8pnSLePgy3f2Iw,chinese,Mi Noodle Bar,152,4.5,0.7376006245613098,1.0
_LLK-gnjeTLwpyoliglozw,chinese,Hang Lee Chinese,24,4.0,0.2799645960330963,1.0
6osYYrn77CbYPUrSnJOTBQ,italian,Old Rose,95,3.5,0.07573852688074112,1.0
Vs8kQ4R381y27AH018gLpg,italian,Supper,1222,4.0,0.9821491837501526,1.0
44SY464xDHbvOcjDzRbKkQ,japanese,Ippudo NY,9702,4.0,1.0,1.0
9iC39Z1YjZKbrrCANgzBXg,italian,Sergimmo Salumeria,641,4.0,0.7882834076881409,1.0
41lYGMnCGfX4ZDZEWmgHTw,american,Cafe Clover,275,3.5,0.138245090842247,1.0
XmogJstBXGY35Y3yjlI9yA,mexican,La Cafe,1,4.0,0.19634465873241425,1.0
BKMCAYb9EAivUm3p-vrC9w,thailand,Khe-Yo,649,4.0,0.755914032459259,1.0
aqQw-FS1EWS5Fx3URh8iqQ,american,Spring Natural Kitchen,437,3.5,0.2188931703567505,1.0
bVEvRibOk3dukWJ8TiU7GQ,chinese,Taste of China,27,3.5,0.05743367224931717,0.0
yXwzpfdsDQqg9k5odYonFw,italian,Bricco Ristorante Italiano,128,3.5,0.07407181710004807,1.0
Ve_iFpnhL8zN789ZL2jnxQ,thailand,UThai,130,4.0,0.37678995728492737,1.0
VThwGCuC6JVaxAgnmuJDRg,mexican,Cilantro,396,3.5,0.21074600517749786,1.0
oCeDS1HexV3bWSJLxmjqXQ,american,Onieals Grand Street,314,4.0,0.47729432582855225,1.0
uDJw4dQiySoNCBoUalW1Ww,italian,Lincoln Ristorante,539,4.0,0.7711494565010071,1.0
iUEvASoukxI6vrCYWYyK8g,thailand,Kati Shop,90,5.0,0.9274357557296753,1.0
a0IET3_yCFcO36OqGSsisg,italian,Eataly,5239,4.0,1.0,1.0
AfF4zVbVI27zwgkzOLYDFg,chinese,Xi'an Famous Foods,200,4.0,0.3210761249065399,1.0
-BOAKHyKKAXE1WhuVpMFkQ,american,The Good Fork,396,4.0,0.6204732060432434,1.0
npiIhpcWePbVT3JYEcy3zg,thailand,Wayan,41,4.5,0.6308148503303528,1.0
hcI6TVxFyVNEPXg3rF1bQw,mexican,Oaxaca Taqueria,98,4.0,0.38945990800857544,1.0
Gkz2GawpJCK4j3dENtul_Q,chinese,Blessing Chinese Restaurant,24,4.0,0.2232738435268402,1.0
VWErTDzcg23iiohqyc1AQQ,italian,Rossopomodoro,211,4.0,0.4826505780220032,1.0
bHGETjP_InKy0sIVHFgHyw,japanese,Sushi Of Gari,597,4.0,0.7442909479141235,1.0
fuS39acPaRi38DhSSwEI4Q,italian,Felice,309,4.0,0.46680405735969543,1.0
6gE9N5wD4K-bbmSEBm7Lhw,chinese,Kong Kee,47,3.5,0.052967991679906845,0.0
D-PPbfPcCNyKs7w0J4tMvQ,chinese,East Palace,79,3.0,0.012376111932098866,0.0
PGpCaNkB1meojnbgRmb2gQ,mexican,Buena Vista Restaurant & Bar,73,5.0,0.956227719783783,1.0
lXGCo-K7eftxRT_6E59-Iw,american,Union Square Cafe,1137,4.0,0.972919225692749,1.0
dNFsMw-z3Vsa5TbJd9Q4Ew,american,Faces & Names,337,3.5,0.17892730236053467,1.0
Eqz2pL3xHnr_72fxDXa2IQ,japanese,Pokebab,44,4.5,0.6928393244743347,1.0
sgw7_RcDSN5UcMPeviegFA,japanese,Kakurega Sushi,46,4.0,0.23086439073085785,1.0
FjeUodgFr0KCWJ1ylvGjdQ,mexican,Haab,173,3.5,0.07715915888547897,1.0
XVbFdJaSEECQdU0nDyUOug,british,Harefield Road,443,4.0,0.6099787354469299,1.0
eNZ4VK4G9z5LPdG756pixw,thailand,Moly's Asian Restaurant,23,3.0,0.00913474801927805,0.0
hOzPAkK92GtpGM7JOSrDYw,italian,Amarone Ristorante,93,4.5,0.7430000901222229,1.0
Ycz0lIQObftqCnJJvln2WQ,japanese,HanaMichi,424,3.0,0.046698544174432755,0.0
ycsULlWDvuj-jop3VESy4Q,italian,Arte Restaurant,90,3.5,0.08754410594701767,1.0
v7hwkFxrz2pORrT9Fiiovw,mexican,La Lupe,146,3.5,0.11211862415075302,1.0
6ycMkuiDwmvJKYbSP-24Cg,american,Good Dish,2,5.0,0.9040890336036682,1.0
CnkdNQw6VsWBY9g8tb2Qag,japanese,Genji Izakaya,29,3.0,0.005872104316949844,0.0
gZqwq8kE-Z3-DdZGOEjOkQ,japanese,Village Yokocho,732,3.5,0.5377721190452576,1.0
JCpgDuXd8_rV3GwgiO-rFQ,american,Farmhouse Restaurant,109,3.5,0.05200151726603508,0.0
FhXjAc6nKLf414KxYujUHw,italian,Roberta's,2622,4.0,0.9999607801437378,1.0
Cnqy9w1BFXZFEaChfox0ow,italian,Rosemary's,881,3.5,0.635612428188324,1.0
cnMNL1O_dVtCdTyQwwOwOQ,italian,Bistango,663,4.0,0.8344663977622986,1.0
NDHiySfZV6jmKFYWMYOebQ,italian,La Cambusa,109,4.5,0.7600622773170471,1.0
wZkZmjZEJDraLJgAalnHvA,italian,Pisticci,785,4.0,0.9206045866012573,1.0
RnQjRZ9MJrBN9SKiIv3i-A,thailand,Amarin Cafe,257,4.0,0.3973241448402405,1.0
Ko95LRE9AAvb2Lk9Iwh2-Q,mexican,Otto's Tacos,717,4.0,0.8478009700775146,1.0
HEIYiWaNvXYQ0jH5F0KJzg,british,Bierstrasse NYC,163,3.5,0.0829416885972023,1.0
OOZgZGmiKocoYRgUOupEcA,japanese,karakatta,136,4.0,0.26369068026542664,1.0
Wn-onuhUajQG6Iwngav74g,thailand,Pam Real Thai Food,606,3.5,0.32428765296936035,1.0
LwEzFDBX-nUHYHgAddfaxA,chinese,Szechuan Gourmet 56,336,3.0,0.03280804306268692,0.0
xN4yKQMzo3PIoQlFamUOLQ,mexican,La Esquina,161,3.5,0.1153910905122757,1.0
6qzNc9Z9DHYYleKqrW_K3g,japanese,Takashi,939,4.0,0.9157460927963257,1.0
2TWVQBY6WvzvaU1taRXHCw,japanese,Kodama Sushi,427,3.5,0.1719801425933838,1.0
T30fVIwEeJMvJQm9tikXbA,mexican,Lucky Cheng's,64,3.5,0.07407043874263763,1.0
9ilN8KuM_-lRXbpvp-erNw,american,Cosmic Diner,368,3.0,0.031892966479063034,0.0
1-tTWAxTZq3fpt-Pm1iHjA,italian,Sapore Di Italia,104,3.5,0.09633197635412216,1.0
vRqj40pRwz0OHHRVgOdgRg,british,The Clocktower,334,4.0,0.5765703916549683,1.0
2VpurA2lb-q90nmALklNcA,american,Perry St,905,4.0,0.9129119515419006,1.0
H87c1gVVCKneyI0LxaDFxQ,chinese,Corgi Jianbing,5,5.0,0.8985456824302673,1.0
lpLd3AFaMOV7LfPtvUiq8A,chinese,Mission Chinese,706,3.0,0.1105714663863182,1.0
py1zfy48JMV6tMZRvgxMKA,japanese,Palace of Japan,175,3.5,0.09671754390001297,1.0
Y39SdfmS0Z_GepcFnFqlMA,american,Natureworks,237,4.0,0.3729083240032196,1.0
ifGXrRqs-zp6ek7LsoozrQ,mexican,Taqueria Diana,689,4.0,0.8208383321762085,1.0
KMrQFZY20m4-Dnu3VGltrg,american,The Hamilton,110,4.5,0.741696298122406,1.0
VgN7z58EIHmxZ-l73WOz7w,american,Sisters,251,3.0,0.02067618817090988,0.0
DFxb7lZrcIHZ0ESK-0Zulg,chinese,AK US Group,9,4.0,0.27484074234962463,1.0
SNDUD4LFjVHWwrdAkokxRg,chinese,Mei Yu Spring,71,4.0,0.26650118827819824,1.0
rehmlZmUNL2AthW-VTXJJQ,thailand,Tasty Thai,31,4.0,0.2436579167842865,1.0
NqYET0OyJKGfm9dJG8iDcg,italian,Piccola Cucina Enoteca,230,4.0,0.3975893557071686,1.0
sx6ej_mdWaQCexyr7IKcFQ,mexican,The Topaz,92,4.5,0.8010631203651428,1.0
-W5OVy_1GGoT_6_WAQzmsg,japanese,Akiyama Japanese Restaurant,77,3.5,0.049767494201660156,0.0
CE5Beh9rjU1xU1AE3xBsvg,american,Rowland's Bar & Grill,71,3.5,0.045927561819553375,0.0
YIwYw_A_LRwK66HBTzogYQ,chinese,Xing's Chef,77,4.0,0.2867657542228699,1.0
bbSVzQG_vBlc7uKOT-IATQ,mexican,Dos Toros Taqueria,20,3.5,0.07101834565401077,1.0
2AcDHuatOFXhqJDedZwGiA,thailand,Tung Thong Thai Restaurant,257,3.5,0.10200704634189606,1.0
fjE_lpKblhrN_48X2ca-7w,mexican,Mezquite Restaurant,251,4.0,0.448309987783432,1.0
6n7D4amt9vEruR73tt3S9w,italian,Cafe Fiorello,697,3.5,0.4858652949333191,1.0
iZeAlmKKvxnPu5oUKN-B3Q,american,Sweet Chick,453,4.0,0.6261433959007263,1.0
qikiQkcPe40utb7uKDJMHQ,japanese,Cafe Zaiya,164,3.5,0.054627787321805954,0.0
CM0RFd0kqkT-LdC3gXGk2Q,british,Stout NYC FiDi,222,3.5,0.1298498958349228,1.0
7VciT24JTq32X7BNLO7EJQ,chinese,Culinary Noodle Kitchen,3,5.0,0.9206947088241577,1.0
DNe4uZuvsoEdvRXhyC6dew,mexican,La Fiesta,87,4.0,0.38168489933013916,1.0
XF9MChLaOvtaFV-bReLBqQ,chinese,China Moon,100,2.0,0.00022007967345416546,0.0
B5DVYcAYXqesHAMXurtKDQ,british,Butter & Scotch,447,4.0,0.678268313407898,1.0
6lhdCbVV0v0j2W9W_9lXBw,mexican,The Roost,133,4.0,0.31802600622177124,1.0
Cyv-tW4BljwWnP16HI_zAg,chinese,Taste Kitchen,34,3.5,0.0389067605137825,0.0
H5L18XZRHh_13HaeeHH_sQ,italian,Casa Di Napoli,102,4.0,0.29872506856918335,1.0
WYhRkUATHRyXZrE55MArbA,italian,Scalini Fedeli,296,4.5,0.8580936193466187,1.0
_em8dL1HhMPFGkG_i-M0rA,japanese,Don Tapas,10,4.5,0.610191285610199,1.0
zJcxZQbTSAP3q4Fy-6WAyw,british,Shalom Japan,247,4.0,0.5233156681060791,1.0
h4VCnZ2aZ33mdenS_ZI7jQ,italian,Mama Mia 44 SW,477,4.0,0.6526464819908142,1.0
TZto7AjdA337XIw66AOpUw,italian,Scalinatella Restaurant,250,4.0,0.4313715398311615,1.0
ZnhRUBos9FGQZrzbcPn6Vg,american,O'Hara's Restaurant and Pub,377,4.0,0.6408042311668396,1.0
i_q57YjbX1ZZkV4fP1KloQ,japanese,Daruma Japanese Restaurant,113,4.0,0.2716200351715088,1.0
jsJdz6pvyYZjtut9vkUwBw,japanese,Yaya Tea Garden,199,4.0,0.34540536999702454,1.0
ci457I10hOtr9PpEQ5wpZw,japanese,Matsunichi,91,3.5,0.04805625602602959,0.0
k7KDZFCWBz_Py_FS4q-ZsA,chinese,Gourmet Spring 食尚春天,33,3.5,0.03652415797114372,0.0
AgIySnoCkTaoTD2kk_9Aiw,british,The Bitter End,221,3.0,0.022849369794130325,0.0
Oq1mej1BYfjcdPKkM_5o8g,american,High Street On Hudson,370,4.0,0.5077327489852905,1.0
eZvDr6twAgxx2CjfXV87Xw,mexican,Between the Bread,81,4.0,0.3378409147262573,1.0
RVHR-au9294WeTL1oAEg0g,chinese,wagamama - east village,307,4.0,0.5387362837791443,1.0
5q4J1j-Q3kjgjPNiaZ7x-g,british,American Airlines - Admirals Club,64,3.5,0.07360296696424484,1.0
suEoAFFWEj-RA3smDVqDbA,american,Morton's The Steakhouse,207,4.0,0.4683453142642975,1.0
NZaq_ygLr4N8-blY5dGx-g,italian,Paul's On Times Square,289,4.0,0.5375108122825623,1.0
HnFHxQUSviXVa1FUGR-Hjw,american,Adella,148,4.0,0.4195866584777832,1.0
0SQGRHHg8_u0JEgjYsn3TQ,british,Argyle Restaurant,61,3.5,0.046171676367521286,0.0
N90gLDq4XgqYanlRqaeNKg,mexican,Acapulco,258,4.0,0.4454868733882904,1.0
7erFgHiQmw7ZJfVPmOjeeA,chinese,M Shanghai Bistro & Garden,412,3.5,0.15354818105697632,1.0
uaFHoq-a5XqxF-bsOK9_Qg,chinese,Real Kung Fu Little Steamed Buns Ramen,902,3.5,0.7049105167388916,1.0
HVSi0slZGjJ6Ktg3AEixGg,italian,Graziella Restaurant,66,4.0,0.2608613967895508,1.0
5sTcJ4QDxE8ieVz2dLpjtQ,american,OLMA Restaurant & Bar,110,4.0,0.27241775393486023,1.0
Zub6WrbrS_4XMI1mPbyeiw,italian,La Panineria,182,4.0,0.3951015770435333,1.0
G92jSUckfs4MhD6bGPyHow,mexican,Taqueria Diana,47,3.5,0.048480913043022156,0.0
gABJfl51T0QXitBlXlVB4g,chinese,2026 China King,1,4.0,0.2039536088705063,1.0
DqtN8l07yOmDeTDauxgtUA,american,The Palm Too,200,3.5,0.127102792263031,1.0
7_hGsGEkHrjgAiYVjrCFnw,italian,Carbone,834,4.0,0.9303450584411621,1.0
j7VDGSiI6VXcIp-4cd_-yw,japanese,Kanoyama Ramen by Sanshiro,5,4.0,0.2477605640888214,1.0
YL1LxYufuwX5sq4RwW-2Gw,british,"Floyd, NY",203,4.0,0.356549471616745,1.0
R3UNnA8EbjhNWBHS0wJ0VA,chinese,Grand Sichuan Eastern,240,3.5,0.10682319104671478,1.0
RoXFN-T1s6moM5smbY_5Gw,chinese,Mee Noodle Shop,473,3.0,0.04393176734447479,0.0
-60bWpA01o0JgI3uK1lp4g,mexican,Jalapeno Deli,12,4.0,0.25310954451560974,1.0
iIcUpEOjMLuzAIfyY_vgYA,thailand,PappaRich Flushing,547,3.5,0.34348148107528687,1.0
WEhkGLKlj-5X1pq_07Syaw,italian,Vesta,647,4.0,0.7777947187423706,1.0
8oWkHl9tITphtI7KY4kT0w,american,Le Pif,276,4.0,0.4611383378505707,1.0
Fj9ZANHw4gVd1W7UljnTFw,mexican,El Nuevo Amanecer Restaurant,119,3.0,0.017367102205753326,0.0
HFn1sPqKSzvxaMk2n2ZtJw,japanese,Kotobuki Manhattan,553,4.0,0.7566007375717163,1.0
wf8RLoduV1gygYRZFNVSGg,british,Failte,74,3.5,0.0683099627494812,1.0
To_cXGhJEjw3NT4v8mzFxg,chinese,Triple 8,2,4.0,0.20559680461883545,1.0
h9rymMeMUMOxQ9d93U0YDg,italian,Baker & Co,582,4.0,0.8159176111221313,1.0
SyQSAyd2ij6st3oAurb6XA,japanese,Curry-Ya,24,3.5,0.04151764512062073,0.0
48aOA2rflIt8d2zCSuNG2w,japanese,Tengu Sushi & Noodle House,192,3.5,0.07678014785051346,1.0
TsXW4R8y8y715TMKmlUDAQ,japanese,Beyond Sushi,203,4.5,0.7407476902008057,1.0
rJfGgBleDYCVq2rkBr_w-Q,italian,Barano,211,4.5,0.8134874105453491,1.0
A0md41L-3S4CuHPqDWJWUw,mexican,Mr Taco,29,4.5,0.7064036726951599,1.0
210LxcDl5dXlYOMlIUmEFQ,american,Lips,608,4.0,0.753788948059082,1.0
DhBhEWMVLDxYF14a1znUvA,american,Lighthouse,240,4.0,0.41502249240875244,1.0
6tASYtO9zOrXr8-LPnAToQ,chinese,Zest Szechuan,470,4.0,0.7076418995857239,1.0
skN-mgnOezFQr9YNh5G5TQ,mexican,Lolita's Kitchen,79,4.0,0.2588307857513428,1.0
XjPfgkSP-RDEkq_ox8fE3A,chinese,King's Chef,39,4.0,0.21736282110214233,1.0
SCQvI5pAJmD-OMm37kkS6Q,mexican,DORADO Tacos & Quesadillas,587,4.0,0.8066046237945557,1.0
BLOhJ35G077GpNCNrKgryw,american,Thunder Bun,42,3.5,0.0498005636036396,0.0
DFRpXRHjOHBxYHiuvwaEQQ,mexican,Rosa Mexicano,1112,3.5,0.8514136075973511,1.0
wdGMVLUzocmnl2tST0lheg,chinese,YunShang Rice Noodle House,72,4.0,0.2298526167869568,1.0
uiqxxKHuuETtWbiKdiocXw,british,Irish Cottage,176,3.5,0.0720592588186264,1.0
tk_hI5v8KufzFaIP57_57g,thailand,Golden Thai,67,3.0,0.010196774266660213,0.0
bJwcf-h06wX6Yo3kVkajww,italian,Giando on the Water,168,3.5,0.11352161318063736,1.0
TsYrzVVtkKO4Asrk_L9stw,italian,Parm,482,3.5,0.24642904102802277,1.0
fHMJAA4zGq2XuuIB_EGUjw,mexican,Sabor a Mexico,2,5.0,0.9175716638565063,1.0
BA0_zeBrnugK2l0HHp38mw,italian,Via Della Pace,497,4.0,0.70821613073349,1.0
sBi_h4Nwb3qb-VGQ99c-fg,italian,Bella Luce Restaurant and Bar,121,4.5,0.7976556420326233,1.0
JTChJliUv_1szO4DLYA35g,japanese,Watami Sushi and Grill,28,4.0,0.23787838220596313,1.0
z3JDfCqlwOTwhQrnPgYkDg,italian,Arte Cafe,50,4.0,0.31409409642219543,1.0
-xa6FYrKd98HQaVDu96JyA,mexican,La Chona's,8,4.5,0.6632443070411682,1.0
iXmDaPsgylG1kHPLli15MQ,chinese,Fat Buddha,604,3.5,0.3550746440887451,1.0
g42C_GsiLWzbVY2OZQsoyw,chinese,Ho May Kitchen,12,4.0,0.1935439109802246,1.0
PerCtK0A27ku-cmBVMh5tw,italian,Porto Salvo,103,4.5,0.7098220586776733,1.0
Dqp5Itsj9dN0Ewz8Gm853g,chinese,Philippe Downtown,21,4.0,0.18082019686698914,1.0
hxGhxBnerDaaRhrgoIi5rg,american,Don't Tell Mama,359,3.5,0.1892762929201126,1.0
SlEhzztM5V0URTwrlm8Zfg,american,Wood and Ales,136,4.0,0.3867180049419403,1.0
t2nLcM6iuDDtBFfBbUI4_g,mexican,Fatty Daddy Taco,332,4.0,0.6470856666564941,1.0
fe9aDWC5giHgcuKjqSr_gQ,thailand,Ruammit Thai,77,4.0,0.3015088438987732,1.0
WH1GI4cj44DxPiRWMG96bQ,japanese,Nakahara Japanese Restaurant,101,4.0,0.2673014998435974,1.0
pL2tig3FxJcrZ4wDIO4TsA,italian,Eataly Downtown,782,3.5,0.6291584968566895,1.0
vbL4Ef8zf4dmdR9Gyl5lkw,chinese,Taiwanese Gourmet,320,3.5,0.16591250896453857,1.0
